type,X1,X216,X269,X709,X1001,X1997,X2509,X2711,X2906,X3270,X3430,X4829,X4994,X5347,X5523,X6421,X6513,X6794,X7126,X7157,X7342,X7365,X8699,X8987,X9022,X9560,X9688,X10131,X10437,X11029,X11327,X11925,X13095,X13353,X14289,X14348,X15455,X16156,X16274,X16331,X16349,X16885,X17282,X17316,X17445,X17752,X17794,X18063,X18158,X19664,X20462,X21200,X21487,X22251,X23239,X23932,X24014,X25205,X25206,X25804,X25867,X25933,X26039,X26287,X26615,X26747,X27015,X27121,X27250,X28252,X28544,X28688,X29617,X30321,X30663,X31416,X31695,X31704,X33031,X33110,X33614,X33759,X34236,X34482,X34594,X34988,X36051,X36093,X36210,X36527,X36750,X36904,X37119,X37161,X37279,X37614,X38229,X38382,X38733,X39011,X39033,X39743,X40316,X40395,X41885,X42555,X43479,X44844,X46640,X46946,X47591,X48368,X48462,X48605,X49178,X50448,X50551,X51155,X51280,X52384,X52897,X53495,X53596,X54604,X55033,X55191,X55249,X55561,X56359,X56693,X56717,X57156,X57157,X57170,X57194,X57754,X57771,X57961,X58394,X58599,X58699,X58936,X59011,X59393,X59504,X59505,X59832,X59964,X61629,X61641
0,0,0,11,0,0,0,0,12,12,0,18,0,0,0,10,0,0,0,0,0,0,0,12,12,17,0,0,30,0,0,0,0,12,0,46,15,0,0,13,12,0,0,17,0,26,0,14,0,18,18,0,15,14,0,10,46,0,12,0,0,0,12,0,19,0,24,0,0,14,0,0,13,20,25,0,17,0,0,0,55,15,18,0,0,0,0,0,0,0,11,0,0,16,39,13,0,0,0,0,0,14,0,0,34,0,31,16,13,0,25,0,0,0,0,0,0,14,0,15,19,0,32,0,0,0,0,0,0,11,0,0,0,0,12,0,0,0,0,14,31,11,27,0,0,0,0,0,40,0,10
2,0,0,52,0,11,0,0,47,0,0,0,0,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,15,70,12,68,18,34,0,23,0,0,0,0,0,0,0,27,0,0,0,10,0,11,13,0,78,0,0,0,116,0,0,0,10,0,0,0,11,0,0,23,0,40,0,0,0,0,14,0,15,28,0,0,15,0,11,138,0,0,0,0,0,0,35,0,0,28,10,0,0,0,0,0,0,0,0,0,0,21,12,29,15,0,0,0,0,18,0,0,0,10,0,16,14,0,0,0,0,0,0,0,0,10,0,0,0,48,0,28,15,0,0,0,15,11,0,28,0,0,0,0,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,89,0,50,0,12,0,0,0,0,0,36,0,78,0,0,0,0,0,0,11,0,0,0,38,10,0,0,0,0,61,0,0,0,0,20,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,0,0,15,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,81,0,0,0,0,0,0,0
2,0,0,19,28,40,0,0,17,0,0,12,21,44,13,10,0,0,29,0,0,14,0,0,0,37,0,0,43,0,0,0,31,27,0,37,65,20,41,0,44,0,24,21,26,66,14,27,0,17,12,0,58,27,0,11,27,0,0,0,12,0,18,0,15,31,0,0,202,0,0,39,25,15,21,42,13,0,0,18,29,0,19,0,40,0,0,0,95,15,27,46,29,17,15,27,0,31,0,29,0,36,0,24,31,15,49,17,16,31,0,0,18,17,0,0,27,26,0,16,11,0,47,0,14,41,0,0,0,88,0,0,0,147,0,16,15,0,0,22,42,16,66,14,37,0,0,16,15,31,0
0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,15,0,48,0,0,0,0,0,49,0,0,0,0,13,0,11,0,0,28,0,40,15,0,30,0,0,0,0,13,0,65,12,18,16,0,13,0,0,0,49,0,0,0,0,0,0,0,30,0,70,0,10,30,0,13,0,0,19,0,35,0,12,0,0,0,15,0,0,17,0,0,0,11,0,0,29,0,0,14,44,0,0,0,0,30,0,0,0,11,12,0,24,14,0,0,0,0,0,0,0,0,49,19,0,0,53,0,23,0,32,0,0,17,0,14,0,0,0,0,0,0,28,0,0,0,13,11,65,0,0,0,0,0,42,0,16
2,0,0,0,15,0,11,0,0,0,0,0,36,0,17,14,11,0,17,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,14,0,0,0,0,12,0,0,0,0,0,0,0,0,0,10,15,83,0,0,0,0,0,14,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0,0,12,0,0,0,0,21,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,35,51,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,16
1,30,0,18,0,12,0,0,19,0,0,0,0,42,0,20,0,0,0,0,0,0,0,0,0,0,29,0,0,0,11,0,22,16,0,0,45,0,0,0,0,36,11,32,0,12,0,18,64,0,29,34,0,0,0,0,11,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,13,0,0,0,0,19,0,41,0,0,0,0,0,0,14,0,0,15,0,10,37,0,0,0,0,0,29,0,21,0,10,15,0,0,0,0,0,12,0,0,0,18,0,0,0,0,0,31,0,10,0,62,0,0,0,34,0,0,0,13,23,0,0,0,0,0,12,20,0,0,17,0,0,0,15
2,11,0,15,0,0,20,0,15,0,0,12,0,20,0,0,20,14,0,0,12,0,0,35,0,16,0,0,31,0,0,0,12,22,0,21,25,0,0,0,12,0,0,29,23,0,0,30,0,0,0,0,0,14,0,0,0,0,0,0,10,0,0,0,51,10,13,19,0,0,0,23,29,10,22,21,14,26,0,0,25,0,0,0,0,0,0,0,0,0,22,0,0,14,41,0,0,0,10,0,0,0,0,0,16,22,0,14,53,0,0,0,0,47,0,0,0,30,0,0,24,0,10,0,0,0,0,0,0,17,25,0,0,29,0,0,21,0,0,12,31,18,0,0,0,0,0,0,42,0,0
0,0,0,0,0,0,0,0,10,0,45,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,22,0,0,0,0,0,0,0,255,0,0,0,0,0,35,62,0,0,27,0,0,0,0,12,22,26,0,0,0,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,255,0,0,0,66,0,0,0,0,0,12,0,0,0,0,0,12,16,0,0,0,0,0,0,0,0,0,10,0,0,17,0,0,0,0,0,0,0,24,26,0,0,0,0,0,0,0,0,0,0,0,0,14,0,29,0,0,0,0
0,0,0,0,0,15,10,0,0,0,0,16,11,0,16,0,10,0,0,94,0,0,0,11,0,10,0,0,0,0,15,18,13,0,0,0,15,11,37,0,0,0,0,66,0,0,16,0,0,16,0,0,0,10,0,0,0,0,0,211,0,36,0,0,0,12,29,0,19,0,0,0,0,0,0,0,0,0,0,0,0,49,16,50,0,0,18,12,0,24,0,0,0,21,0,15,0,0,0,15,18,10,0,0,0,0,43,23,0,0,0,98,0,0,34,27,46,0,34,14,0,0,18,0,22,39,0,0,0,11,0,0,216,0,0,14,0,0,0,0,0,0,0,0,0,29,0,19,0,0,0
2,0,0,11,47,0,0,0,10,0,20,14,0,0,32,0,0,0,0,0,10,0,0,35,16,0,0,0,0,0,0,12,0,0,0,0,22,0,0,31,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,16,0,0,0,0,0,73,0,0,0,28,0,0,0,0,0,0,0,30,0,0,0,0,84,0,0,16,20,11,0,0,0,16,0,0,0,0,0,0,0,0,0,11,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,27,0,10,54,0,10,0,0,0,0,0,22,0,0,24,10,0,0,0,0,0,0,0,0,0,254,0,0,55,13,0,35,0,0,0,69,0,0,0,0,27,0,0,0,10,0,18,0,0,12,0,0,0,0,0,16,13,0,10,0,0,0,100,0,0,0,10,0,0,0,0,15,0,28,0,0,0,0,0,0,0,0,11,19,0,0,0,0,11,12,0,0,0,0,0,0,12,0,0,0,11,0,0,10,14,0,0,33,0,0,0,10,59,13,0,0,0,0,0,0,10,38,0,0,14,12,12,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0
1,0,0,11,0,0,0,0,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,59,0,45,17,11,0,0,0,0,0,12,0,0,13,0,0,0,13,0,11,11,0,0,0,0,0,0,12,0,21,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,24,0,20,0,25,0,15,0,25,0,18,0,0,0,22,0,16,17,25,0,0,0,0,0,21,0,0,66,0,61,37,0,23,34,0,19,0,0,0,0,20,12,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,26,0,0,0
1,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,15,0,17,13,0,16,128,24,11,11,0,0,10,0,21,11,13,0,0,12,0,0,32,32,0,15,0,0,0,0,0,15,0,0,14,0,17,0,0,21,0,0,0,0,0,0,0,15,0,14,32,0,0,0,0,0,0,15,0,0,0,0,0,11,0,0,0,0,0,134,0,12,0,0,0,0,0,0,0,0,16,0,0,30,20,0,0,0,0,14,0,16,0,0,11,0,0,56,0,0,0,17,11,14,0,0,0,0,0,10,0,0,0,46,0,0,0,0
2,10,0,24,0,0,0,0,23,0,0,0,0,114,0,0,0,0,0,0,0,0,0,49,0,17,0,0,0,12,0,0,45,105,0,127,18,0,0,0,0,0,0,24,0,163,0,0,36,0,0,0,0,0,76,0,13,0,0,0,15,0,64,11,30,0,0,0,207,10,0,0,0,0,31,0,17,0,52,0,0,0,0,0,0,0,0,0,0,0,111,0,0,54,26,0,0,0,0,0,0,0,0,17,0,0,98,53,12,0,0,0,0,11,0,0,0,0,0,45,20,0,117,0,0,0,0,36,0,0,0,0,0,0,0,0,0,28,0,0,0,0,158,0,0,0,0,0,24,0,0
0,0,63,14,18,50,0,0,13,11,0,15,23,15,15,0,0,0,0,0,17,10,0,22,0,0,0,0,13,0,33,0,0,13,0,22,29,23,18,0,0,0,13,13,0,22,0,0,25,19,0,0,20,17,70,0,16,0,149,0,0,0,10,0,12,0,0,0,13,12,16,0,0,0,14,22,0,0,14,10,31,37,18,0,0,0,0,0,0,0,13,0,0,0,12,15,0,0,0,16,0,0,0,0,0,17,28,0,0,0,0,0,16,10,0,0,64,0,0,0,15,0,0,0,0,11,0,27,0,26,0,0,0,48,146,17,15,0,19,15,13,12,22,17,0,0,0,10,12,11,0
0,0,0,18,0,104,0,0,18,0,0,0,0,12,51,0,0,40,0,27,0,0,0,32,0,12,0,19,11,0,28,0,16,0,0,0,14,0,34,0,0,0,15,33,18,0,0,13,88,0,0,0,10,40,88,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,25,14,10,0,0,0,0,31,0,16,35,0,48,0,0,18,0,0,0,0,0,0,10,0,40,0,0,0,34,19,19,0,14,0,13,16,11,0,0,0,26,0,0,0,0,16,13,0,0,0,0,12,0,10,0,0,89,0,0,0,0,0,54,0,41,10,0,0,41,10,0,0,0,0,19,0,0,0,0,0
0,0,0,0,0,0,0,33,0,19,0,37,26,22,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,0,0,0,10,14,0,27,0,26,0,0,0,0,0,0,0,42,0,18,13,15,32,0,49,11,33,0,25,19,104,0,0,0,0,0,16,25,20,17,0,11,0,0,18,0,34,11,11,0,0,0,0,0,17,0,0,0,0,27,0,0,16,0,0,0,36,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,15,12,20,0,0,18,0,0,28,0,0,0,0,0,27,13,0,19,0,0,0,0,105,0,0,0,0,0,13,0,42,0,0,0,0,0,37,0,0
1,54,0,0,0,0,0,0,0,0,11,0,0,0,22,0,0,0,0,0,0,0,0,23,0,0,0,0,16,0,0,0,0,0,0,23,38,0,28,0,22,0,0,0,0,12,14,14,0,0,0,0,15,19,0,17,18,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,11,0,0,12,0,0,0,0,11,40,0,16,0,0,0,0,0,0,0,12,0,10,0,13,0,0,0,16,0,11,0,0,0,11,0,10,12,0,0,0,0,12,0,0,60,12,0,0,0,37,11,0,22,0,0,0,0,0,16,0,0,0,0,0,0,0,0,17,16,16,11,0,0,0,0,14,0,0,0
0,0,209,0,0,0,0,0,0,0,0,0,59,13,0,13,0,0,45,0,0,0,0,0,0,0,0,0,10,0,51,0,12,31,0,25,0,59,0,0,37,0,0,31,0,24,0,20,22,123,12,0,18,0,0,25,0,0,0,0,10,0,34,0,0,0,19,12,0,0,0,12,19,0,27,113,19,0,18,15,36,0,124,0,46,0,0,0,0,0,30,0,0,13,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,176,0,93,0,0,0,0,19,0,10,15,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,10,10,26,38,0,0,0,0,0,0,11
2,0,0,12,0,0,0,27,13,25,16,16,23,0,0,0,0,0,17,0,13,0,0,18,0,0,0,0,0,0,0,0,0,0,96,0,0,23,46,0,20,0,14,0,33,11,0,0,0,0,0,0,10,12,0,16,11,0,0,0,0,0,0,0,13,19,0,0,0,0,22,51,0,0,0,17,10,0,0,0,0,0,0,79,22,0,0,0,17,0,0,30,83,15,0,20,0,29,0,21,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,10,38,0,0,0,0,14,0,0,0,0,0,0,13,0,13,0,0,11,0,18,0,0,27,0,0,0
0,0,0,0,0,0,0,0,0,11,36,16,11,23,0,0,0,0,0,134,0,0,0,10,0,20,0,0,0,0,0,0,0,0,0,0,10,11,20,42,17,0,0,12,11,0,10,0,15,35,27,0,0,13,104,23,19,0,0,68,0,0,0,0,0,18,22,0,0,0,18,10,0,0,0,15,19,0,32,0,0,0,33,65,0,0,45,0,0,13,0,35,0,0,0,17,0,40,0,22,44,10,0,12,0,0,21,0,0,22,0,137,10,0,0,0,46,0,0,0,0,37,0,0,25,12,0,15,0,11,16,0,69,0,0,18,0,0,0,13,0,0,0,0,20,41,0,27,0,0,0
0,0,0,50,0,0,0,0,40,0,0,10,17,34,0,12,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,13,18,0,26,14,16,0,0,0,0,0,62,0,0,0,14,0,14,0,0,44,0,0,0,12,28,0,0,10,0,17,0,26,0,0,0,0,0,0,0,13,0,28,38,12,0,0,0,41,23,15,0,0,0,0,0,0,0,19,0,0,0,26,0,0,0,0,0,0,0,77,0,28,12,0,0,0,0,0,0,19,0,0,0,0,13,0,11,18,0,0,0,0,0,19,0,0,30,0,0,0,0,0,0,11,0,12,0,27,0,0,13,0,0,33,0,27,0,10
1,0,0,0,0,0,0,0,0,11,18,14,17,10,0,0,0,0,0,0,17,0,0,27,0,0,0,0,0,11,0,0,0,0,0,0,30,17,41,0,0,0,0,11,0,0,24,0,0,11,0,0,0,0,18,12,0,0,0,0,0,14,0,0,0,17,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,22,0,12,0,22,0,11,0,11,0,16,0,13,0,0,0,0,0,22,0,0,0,0,0,0,0,0,84,0,37,11,0,0,0,0,79,0,0,0,0,0,14,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,26,0,0,0
0,0,0,0,27,10,0,0,0,0,18,52,15,0,12,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,33,0,11,0,0,17,13,0,13,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,13,0,0,0,0,16,0,0,0,11,0,13,0,18,13,0,18,0,0,0,0,0,0,0,0,41,0,0,0,0,42,0,0,0,0,0,0,0,13,0,0,0,0,0,21,0,0,34,0,0,0,0,0,0,0,0,0,0,0,25,10,0,0,0,0
2,0,0,0,0,0,0,41,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,38,33,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,55,0,0,10,0,0,0,0,0,43,0,0,0,0,0,0,0,0,12,0,0,0,0,0,16,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,49,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,185,0,0,0,12
0,11,0,0,0,0,0,93,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,92,23,0,0,140,0,108,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,132,0,72,0,0,71,0,0,0,0,0,0,77,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,138,0,0,0,50,0,0,0,0,0,0,0,0,32,0,0,24,0,0,73,0,0,0,10,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,74,59,0,0,0,50,0,0
0,0,0,0,0,0,0,25,0,0,0,0,15,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,13,0,0,0,0,26,0,44,0,14,0,0,32,0,0,0,16,25,0,0,0,31,0,0,12,0,0,11,11,21,14,0,0,0,25,0,14,0,0,23,0,0,0,19,0,0,32,121,0,88,0,83,0,0,29,0,37,0,0,0,0,0,24,0,0,0,13,0,0,0,0,0,0,0,25,0,0,11,0,0,0,0,0,0,60,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,0,0,0,0,13,0,24,41,0,0,21,0,13,0,0
0,0,0,0,0,0,0,16,0,0,14,0,0,0,0,49,0,0,0,0,0,11,0,56,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,14,0,0,0,0,0,0,0,11,0,0,20,0,0,0,0,0,174,0,0,0,0,0,0,0,57,0,0,0,22,65,0,0,11,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,11,22,0,52,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,43,0,0
0,0,28,0,0,20,17,0,0,0,0,23,0,18,0,0,16,0,0,0,0,24,0,0,0,13,0,0,20,13,36,0,18,10,0,12,0,0,0,0,30,0,10,14,75,0,0,16,0,29,13,0,0,17,0,22,0,10,0,0,10,0,0,0,0,14,0,0,0,0,0,121,15,18,0,0,0,0,0,0,29,52,30,0,15,0,0,0,91,0,10,47,68,0,11,26,0,37,13,14,0,0,0,0,0,0,0,0,0,0,20,0,11,0,0,0,0,15,29,0,22,0,0,0,0,0,0,0,0,0,27,0,0,85,0,0,0,13,0,17,20,14,0,0,0,0,0,0,10,0,0
0,0,0,0,0,0,0,0,0,0,0,12,18,23,12,16,0,0,0,11,0,0,0,30,0,0,0,0,15,0,14,14,23,0,10,10,0,17,14,0,19,0,0,53,20,0,12,0,0,0,19,0,15,0,16,15,0,0,15,36,17,23,0,0,0,19,0,0,0,10,0,20,0,0,0,0,18,0,0,0,0,63,0,0,0,0,10,0,0,0,0,0,0,0,0,11,0,0,26,10,10,0,0,0,17,19,11,0,13,0,0,10,0,0,0,0,26,10,0,0,0,0,11,0,15,10,0,0,10,0,0,0,36,13,15,12,0,0,0,0,15,0,0,0,0,19,0,0,10,0,14
0,0,0,12,0,37,0,0,12,0,0,10,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,17,0,17,0,0,11,0,0,0,0,0,0,0,15,0,50,0,0,0,0,14,0,0,10,0,0,0,0,0,13,0,11,11,0,12,0,0,18,10,0,0,16,0,0,0,20,0,0,0,0,11,0,0,0,0,0,11,17,0,0,0,13,18,0,0,17,33,0,12,0,0,0,0,0,0,0,0,0,0,0,19,0,0,19,0,0,0,0,0,0,0,21,11,0,50,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,16,0,0,0,12,15,0,0
1,0,0,0,23,0,0,0,0,0,0,0,15,0,21,0,0,0,57,0,0,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,15,0,0,11,0,0,0,24,0,0,0,25,15,0,0,0,0,42,0,0,0,0,15,0,0,0,11,0,0,0,0,0,0,0,32,0,0,0,53,0,0,13,26,0,0,15,18,97,0,0,0,27,0,0,28,0,0,0,0,0,28,0,0,0,0,0,0,0,15,10,0,0,0,34,0,26,0,0,0,14,0,49,0,0,0,15,11,0,0,60,25,0,12,0,0,16,0,0,0,0,0,0,0,11,15,0,0,0,10,0,0,0,0,0
1,39,20,0,0,0,0,0,0,0,0,0,0,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,21,0,21,10,0,20,0,0,0,0,76,27,28,19,0,11,0,0,0,14,0,19,0,17,0,0,0,0,0,18,0,0,0,0,42,0,0,0,32,0,0,15,0,0,0,0,0,0,24,0,0,11,0,0,0,19,0,21,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,11,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,15,0,26,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,28,0,0,0,0,0,0,0
1,30,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,15,0,0,0,11,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,35,0,10,0,0,0,0,0,0,0,0,0,13,0,36,0,0,0,0,0,0,0,0,0,0,0,15,38,0,54,0,0,0,255,0,0,0,0,0,0,0,0,0,0,19,10,0,0,0,0,0,0,0,0,0,0,0,15,0,0,29,20,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,22,0,0,0,0,0
1,20,0,0,0,0,0,23,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,17,18,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,11,0,0,0,28,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,23,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,16,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,20,14,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,15,23,0,0,0,0,10,0,16,0,36,0,0,0,0,0,0,61,0,0,0,0,0,12,0,19,0,0,0,0,28,0,0,15,0,0,103,0,0,0,0,0,0,37,0,11,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,34,39,0,0,0,16,123,0,0,0,0,0,0,0,0,0,0,0,11,0,0,22,0,0,15,0,0,0,0,0,0,17,0,0,0,0,24,0,0
1,0,0,18,0,24,0,0,47,18,25,16,14,39,12,0,0,0,13,0,24,0,0,27,22,14,0,0,13,0,0,29,24,26,0,13,0,14,12,19,16,22,0,26,54,14,22,0,29,29,0,0,35,15,0,20,16,14,255,0,0,0,16,15,0,0,0,31,0,14,14,68,10,0,10,102,0,0,16,18,17,0,30,52,25,0,0,0,83,10,26,43,0,15,0,16,21,46,0,14,0,0,0,12,0,13,17,15,11,0,87,0,33,0,0,0,48,0,0,23,10,32,59,0,45,0,27,29,19,14,25,0,0,0,255,0,0,0,0,13,13,14,13,21,0,0,0,14,0,0,0
1,0,0,0,28,23,19,0,0,0,18,0,40,0,0,0,19,0,96,0,0,0,16,12,10,0,0,48,0,0,25,0,29,11,0,0,0,39,28,0,23,0,0,35,27,0,15,0,0,23,0,14,23,13,0,10,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,14,0,0,10,0,0,0,0,0,0,0,23,0,127,15,0,29,13,19,12,15,10,13,0,0,0,11,0,29,0,0,0,0,0,12,0,11,15,0,0,0,0,0,0,0,25,0,0,12,0,0,0,14,38,0,131,0,19,0,17,14,16,0,0,0,0,0,0,13,0,15,0,0,0,0,0,18,0,0,0
1,0,0,0,0,12,0,0,0,10,0,11,0,0,34,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,82,19,0,0,0,0,134,0,11,0,0,0,0,0,0,0,0,20,0,0,16,0,0,0,0,0,0,40,0,0,52,10,0,0,19,27,0,0,0,45,0,0,0,53,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,10,11,0,0,0,0,0,42,0,0,0,17,0,80,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,32,0,12,0,0,0,14,12,0,0,0,0,0,13,0,0,0,0,19,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,18,0,0,16,0,12,0,0,0,0,0,0,15,21,0,14,0,0,0,0,0,80,0,11,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,49,0,25,0,11,0,0,0,0,0,0,0,14,0,0,17,0,14,12,0,0,0,0,10,12,0,16,0,0,0,20,0,0,0,0,25,0,0,0,0,0,0,31,10,0,0,0,0,0,0,22,80,16,0,0,0,0,0,17,0,11,0,0,0,0,0,0,0,0,0
1,0,18,0,0,25,14,0,0,0,14,0,0,25,25,0,14,0,0,0,0,14,0,0,10,18,0,0,0,0,0,0,28,0,17,0,15,0,0,0,0,0,0,37,15,0,0,0,16,16,10,13,0,18,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,23,0,0,0,15,0,0,27,0,0,10,0,0,16,0,15,0,13,0,15,0,0,0,0,0,0,12,17,0,16,11,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,16,0,10,13,13,0,90,0,0,10,0,0,18,0,20,0,0,0,11,0,0,0,0,0
1,28,0,0,68,10,0,0,0,13,0,0,0,26,10,0,0,0,0,0,0,0,20,12,0,10,30,0,0,0,0,0,20,0,0,0,0,0,33,0,0,10,0,0,0,0,0,0,31,0,23,14,0,0,120,0,0,0,0,0,0,0,0,0,0,14,13,0,0,0,0,0,0,0,0,20,0,0,20,0,0,37,0,0,0,0,0,0,0,14,0,0,0,0,0,0,10,0,0,14,0,0,16,0,0,0,0,0,13,0,15,0,12,0,0,0,28,0,0,0,0,0,0,32,19,0,0,28,0,0,0,14,0,0,0,11,0,0,0,0,0,0,0,0,0,0,35,12,0,0,0
1,17,0,0,0,0,111,0,0,0,0,15,0,0,0,0,115,0,0,0,0,19,39,17,0,0,28,0,0,0,14,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,16,27,0,20,20,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,14,0,0,0,0,0,0,22,59,0,43,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,19,0,0,0,0,0,0,0,28,0,25,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
